,video_id,subject_id,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,subject_understood
331,0,0,4208.717773,4164.615234,4280.769043,4245.897461,4237.563965,4153.461426,4140.512695,4169.102539,4148.974121,4134.871582,4565.256348,4367.692383,4407.179688,4478.589844,0
332,0,0,4234.743652,4179.743652,4301.922852,4269.615234,4255.128418,4172.820313,4153.077148,4187.307617,4160.384766,4153.205078,4581.794922,4399.230957,4406.794922,4505.512695,0
333,0,0,4221.666504,4169.358887,4302.692383,4264.358887,4248.846191,4166.666504,4154.487305,4179.615234,4159.230957,4151.794922,4585.384766,4394.102539,4392.307617,4506.666504,0
334,0,0,4185.256348,4165.256348,4270.769043,4246.794922,4246.794922,4164.743652,4150.0,4166.410156,4135.128418,4130.128418,4565.128418,4363.846191,4380.128418,4477.94873,0
335,0,0,4215.256348,4197.05127,4303.717773,4266.794922,4259.102539,4168.974121,4158.589844,4168.974121,4142.436035,4148.974121,4604.358887,4396.794922,4413.461426,4516.922852,0
336,0,0,4210.128418,4182.179688,4286.153809,4256.025879,4235.641113,4153.333496,4141.282227,4157.307617,4135.641113,4146.153809,4587.307617,4376.025879,4410.0,4500.384766,0
337,0,0,4195.256348,4164.871582,4274.230957,4242.307617,4231.538574,4140.641113,4136.282227,4158.589844,4141.410156,4159.358887,4591.025879,4374.615234,4399.743652,4491.922852,0
338,0,0,4214.358887,4172.820313,4297.94873,4258.717773,4237.436035,4148.205078,4164.487305,4184.743652,4153.717773,4158.717773,4597.436035,4416.025879,4409.487305,4505.256348,0
339,0,0,4209.102539,4152.563965,4283.333496,4241.410156,4218.461426,4128.333496,4146.410156,4173.717773,4149.743652,4151.153809,4592.05127,4422.436035,4393.717773,4500.641113,0
340,0,0,4203.205078,4161.922852,4283.205078,4243.461426,4219.358887,4132.307617,4147.94873,4172.179688,4158.461426,4150.0,4583.974121,4417.179688,4400.769043,4497.692383,0
341,0,0,4216.410156,4165.641113,4289.358887,4245.897461,4219.743652,4141.538574,4141.410156,4159.230957,4141.025879,4145.641113,4584.615234,4419.230957,4408.077148,4501.410156,0
342,0,0,4198.846191,4153.974121,4268.461426,4230.384766,4207.563965,4151.666504,4138.077148,4153.589844,4143.461426,4137.563965,4568.974121,4405.0,4387.820313,4486.282227,0
343,0,0,4210.641113,4169.102539,4284.871582,4234.615234,4217.692383,4162.436035,4149.230957,4160.897461,4140.384766,4133.974121,4580.512695,4410.256348,4387.692383,4497.563965,0
